  0.00000000E+00 -0.10402819E+01
  0.15882672E-01 -0.10356124E+01
  0.31765344E-01 -0.10236946E+01
  0.47648015E-01 -0.10108769E+01
  0.63530687E-01 -0.10026018E+01
  0.79413359E-01 -0.99823783E+00
  0.95296031E-01 -0.99581549E+00
  0.11117870E+00 -0.99430716E+00
  0.12706137E+00 -0.99326093E+00
  0.14294405E+00 -0.99246780E+00
  0.15882672E+00 -0.99182342E+00
  0.17470939E+00 -0.99127227E+00
  0.19059206E+00 -0.99078339E+00
  0.20647473E+00 -0.99033905E+00
  0.22235740E+00 -0.98992890E+00
  0.23824008E+00 -0.98954686E+00
  0.25412275E+00 -0.98918932E+00
  0.27000542E+00 -0.98885399E+00
  0.28588809E+00 -0.98853930E+00
  0.30177076E+00 -0.98824392E+00
  0.31765344E+00 -0.98796653E+00
  0.33353611E+00 -0.98770572E+00
  0.34941878E+00 -0.98745992E+00
  0.36530145E+00 -0.98722751E+00
  0.38118412E+00 -0.98700683E+00
  0.39706679E+00 -0.98679635E+00
  0.41294947E+00 -0.98659468E+00
  0.42883214E+00 -0.98640070E+00
  0.44471481E+00 -0.98621349E+00
  0.46059748E+00 -0.98603235E+00
  0.47648015E+00 -0.98585678E+00
  0.49236283E+00 -0.98568637E+00
  0.50824550E+00 -0.98552084E+00
  0.52412817E+00 -0.98535997E+00
  0.54001084E+00 -0.98520361E+00
  0.55589351E+00 -0.98505176E+00
  0.57177618E+00 -0.98490452E+00
  0.58765886E+00 -0.98476216E+00
  0.60354153E+00 -0.98462515E+00
  0.61942420E+00 -0.98449410E+00
  0.63530687E+00 -0.98436981E+00
  0.65118954E+00 -0.98425322E+00
  0.66707221E+00 -0.98414533E+00
  0.68295489E+00 -0.98404719E+00
  0.69883756E+00 -0.98395984E+00
  0.71472023E+00 -0.98388421E+00
  0.73060290E+00 -0.98382117E+00
  0.74648557E+00 -0.98377140E+00
  0.76236825E+00 -0.98373547E+00
  0.77825092E+00 -0.98371376E+00
  0.79413359E+00 -0.98370650E+00
  0.81001626E+00 -0.97913418E+00
  0.82589893E+00 -0.96557365E+00
  0.84178160E+00 -0.94348706E+00
  0.85766428E+00 -0.91362127E+00
  0.87354695E+00 -0.87697327E+00
  0.88942962E+00 -0.83474329E+00
  0.90531229E+00 -0.78827676E+00
  0.92119496E+00 -0.73899762E+00
  0.93707763E+00 -0.68833597E+00
  0.95296031E+00 -0.63765462E+00
  0.96884298E+00 -0.58818018E+00
  0.98472565E+00 -0.54094511E+00
  0.10006083E+01 -0.49674688E+00
  0.10164910E+01 -0.45612840E+00
  0.10323737E+01 -0.41938092E+00
  0.10482563E+01 -0.38656679E+00
  0.10641390E+01 -0.35755662E+00
  0.10800217E+01 -0.33207428E+00
  0.10959044E+01 -0.30974342E+00
  0.11117870E+01 -0.29013098E+00
  0.11276697E+01 -0.27278488E+00
  0.11435524E+01 -0.25726500E+00
  0.11594350E+01 -0.24316707E+00
  0.11753177E+01 -0.23014010E+00
  0.11912004E+01 -0.21789773E+00
  0.12070831E+01 -0.20622402E+00
  0.12229657E+01 -0.19497420E+00
  0.12388484E+01 -0.18407104E+00
  0.12547311E+01 -0.17349739E+00
  0.12706137E+01 -0.16328585E+00
  0.12864964E+01 -0.15350658E+00
  0.13023791E+01 -0.14425419E+00
  0.13182618E+01 -0.13563462E+00
  0.13341444E+01 -0.12775305E+00
  0.13500271E+01 -0.12070320E+00
  0.13659098E+01 -0.11455865E+00
  0.13817924E+01 -0.10936632E+00
  0.13976751E+01 -0.10514222E+00
  0.14135578E+01 -0.10186945E+00
  0.14294405E+01 -0.99498300E-01
  0.14453231E+01 -0.97948390E-01
  0.14612058E+01 -0.97112667E-01
  0.14770885E+01 -0.96863003E-01
  0.14929711E+01 -0.97057200E-01
  0.15088538E+01 -0.97547034E-01
  0.15247365E+01 -0.98186911E-01
  0.15406192E+01 -0.98842641E-01
  0.15565018E+01 -0.99399741E-01
  0.15723845E+01 -0.99770690E-01
  0.15882025E+01 -0.99900578E-01
  0.16040204E+01 -0.99771047E-01
  0.16198384E+01 -0.99392723E-01
  0.16356563E+01 -0.98795984E-01
  0.16514743E+01 -0.98030051E-01
  0.16672922E+01 -0.97160953E-01
  0.16831102E+01 -0.96268855E-01
  0.16989281E+01 -0.95444883E-01
  0.17147461E+01 -0.94787622E-01
  0.17305640E+01 -0.94399449E-01
  0.17463820E+01 -0.94382874E-01
  0.17621999E+01 -0.94837021E-01
  0.17780179E+01 -0.95854376E-01
  0.17938358E+01 -0.97517878E-01
  0.18096538E+01 -0.99898418E-01
  0.18254717E+01 -0.10305277E+00
  0.18412897E+01 -0.10702199E+00
  0.18571076E+01 -0.11183022E+00
  0.18729256E+01 -0.11748401E+00
  0.18887435E+01 -0.12397203E+00
  0.19045615E+01 -0.13126532E+00
  0.19203794E+01 -0.13931799E+00
  0.19361974E+01 -0.14806846E+00
  0.19520153E+01 -0.15744121E+00
  0.19678333E+01 -0.16734917E+00
  0.19836512E+01 -0.17769656E+00
  0.19994692E+01 -0.18838231E+00
  0.20152871E+01 -0.19930389E+00
  0.20311051E+01 -0.21036149E+00
  0.20469230E+01 -0.22146229E+00
  0.20627410E+01 -0.23252476E+00
  0.20785589E+01 -0.24348270E+00
  0.20943769E+01 -0.25428883E+00
  0.21101948E+01 -0.26491766E+00
  0.21260128E+01 -0.27536758E+00
  0.21418307E+01 -0.28566194E+00
  0.21576487E+01 -0.29584908E+00
  0.21734666E+01 -0.30600126E+00
  0.21892846E+01 -0.31621267E+00
  0.22051025E+01 -0.32659649E+00
  0.22209205E+01 -0.33728125E+00
  0.22367384E+01 -0.34840665E+00
  0.22525564E+01 -0.36011910E+00
  0.22683743E+01 -0.37256706E+00
  0.22841923E+01 -0.38589648E+00
  0.23000102E+01 -0.40024637E+00
  0.23158282E+01 -0.41574460E+00
  0.23316461E+01 -0.43250387E+00
  0.23474641E+01 -0.45061801E+00
  0.23632820E+01 -0.47015829E+00
  0.23791000E+01 -0.49116995E+00
  0.23949179E+01 -0.51366864E+00
  0.24107359E+01 -0.53763701E+00
  0.24265538E+01 -0.56302124E+00
  0.24423718E+01 -0.58972788E+00
  0.24581897E+01 -0.61762095E+00
  0.24740077E+01 -0.64651978E+00
  0.24898256E+01 -0.67619769E+00
  0.25056436E+01 -0.70638203E+00
  0.25214615E+01 -0.73675572E+00
  0.25372795E+01 -0.76696076E+00
  0.25530974E+01 -0.79660368E+00
  0.25689154E+01 -0.82526324E+00
  0.25847333E+01 -0.85250006E+00
  0.26005513E+01 -0.87786818E+00
  0.26163692E+01 -0.90092801E+00
  0.26321872E+01 -0.92496934E+00
  0.26480051E+01 -0.96548186E+00
  0.26638231E+01 -0.99776065E+00
  0.26796410E+01 -0.10212398E+01
  0.26954590E+01 -0.10354995E+01
  0.27112561E+01 -0.10402819E+01
  0.27270531E+01 -0.10402814E+01
  0.27428502E+01 -0.10402800E+01
  0.27586473E+01 -0.10402769E+01
  0.27744443E+01 -0.10402713E+01
  0.27902414E+01 -0.10402619E+01
  0.28060385E+01 -0.10402477E+01
  0.28218355E+01 -0.10402278E+01
  0.28376326E+01 -0.10402013E+01
  0.28534297E+01 -0.10401682E+01
  0.28692267E+01 -0.10401288E+01
  0.28850238E+01 -0.10400840E+01
  0.29008209E+01 -0.10400353E+01
  0.29166179E+01 -0.10399846E+01
  0.29324150E+01 -0.10399341E+01
  0.29482121E+01 -0.10398858E+01
  0.29640091E+01 -0.10398418E+01
  0.29798062E+01 -0.10398034E+01
  0.29956033E+01 -0.10397713E+01
