 written on  3Aug2019 at 14:56:41 
           2
        1089
    4    4    4    4    4    4    4    4    4    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    4    4    4    4    4    4    4    4    4    2    2    2    2    2    2
    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2
    4    4    4    4    4    4    4    4    4    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2
    4    4    4    4    4    4    4    4    4
   -5   -5   -4    1    1    0.000069    0.000000
   -5   -5   -4    2    1   -0.000000   -0.000000
   -5   -5   -4    1    2   -0.000000   -0.000000
   -5   -5   -4    2    2    0.000086   -0.000000
   -5   -5   -3    1    1    0.000044   -0.000000
   -5   -5   -3    2    1   -0.000000   -0.000000
   -5   -5   -3    1    2   -0.000000   -0.000000
   -5   -5   -3    2    2    0.000096   -0.000000
   -5   -5   -2    1    1    0.000018    0.000000
   -5   -5   -2    2    1   -0.000000    0.000000
   -5   -5   -2    1    2   -0.000000    0.000000
   -5   -5   -2    2    2    0.000248    0.000000
   -5   -5   -1    1    1   -0.000060   -0.000000
   -5   -5   -1    2    1   -0.000000   -0.000000
   -5   -5   -1    1    2   -0.000000   -0.000000
   -5   -5   -1    2    2    0.000055    0.000000
   -5   -5    0    1    1   -0.000066    0.000000
   -5   -5    0    2    1    0.000000   -0.000000
   -5   -5    0    1    2    0.000000    0.000000
   -5   -5    0    2    2   -0.000275    0.000000
   -5   -5    1    1    1   -0.000060    0.000000
   -5   -5    1    2    1   -0.000000    0.000000
   -5   -5    1    1    2   -0.000000    0.000000
   -5   -5    1    2    2    0.000055   -0.000000
   -5   -5    2    1    1    0.000018   -0.000000
   -5   -5    2    2    1   -0.000000   -0.000000
   -5   -5    2    1    2   -0.000000   -0.000000
   -5   -5    2    2    2    0.000248   -0.000000
   -5   -5    3    1    1    0.000044    0.000000
   -5   -5    3    2    1   -0.000000    0.000000
   -5   -5    3    1    2   -0.000000    0.000000
   -5   -5    3    2    2    0.000096    0.000000
   -5   -5    4    1    1    0.000069   -0.000000
   -5   -5    4    2    1   -0.000000    0.000000
   -5   -5    4    1    2   -0.000000    0.000000
   -5   -5    4    2    2    0.000086    0.000000
   -5   -4   -4    1    1    0.000065    0.000000
   -5   -4   -4    2    1   -0.000016    0.000000
   -5   -4   -4    1    2   -0.000016    0.000000
   -5   -4   -4    2    2    0.000077    0.000000
   -5   -4   -3    1    1    0.000032    0.000000
   -5   -4   -3    2    1   -0.000002    0.000000
   -5   -4   -3    1    2   -0.000002    0.000000
   -5   -4   -3    2    2    0.000040    0.000000
   -5   -4   -2    1    1   -0.000015   -0.000000
   -5   -4   -2    2    1    0.000003   -0.000000
   -5   -4   -2    1    2    0.000003   -0.000000
   -5   -4   -2    2    2    0.000153   -0.000000
   -5   -4   -1    1    1   -0.000057    0.000000
   -5   -4   -1    2    1    0.000004   -0.000000
   -5   -4   -1    1    2    0.000004   -0.000000
   -5   -4   -1    2    2    0.000062   -0.000000
   -5   -4    0    1    1   -0.000052   -0.000000
   -5   -4    0    2    1   -0.000012    0.000000
   -5   -4    0    1    2   -0.000012    0.000000
   -5   -4    0    2    2   -0.000152   -0.000000
   -5   -4    1    1    1   -0.000057    0.000000
   -5   -4    1    2    1    0.000004    0.000000
   -5   -4    1    1    2    0.000004    0.000000
   -5   -4    1    2    2    0.000062    0.000000
   -5   -4    2    1    1   -0.000015   -0.000000
   -5   -4    2    2    1    0.000003   -0.000000
   -5   -4    2    1    2    0.000003   -0.000000
   -5   -4    2    2    2    0.000153    0.000000
   -5   -4    3    1    1    0.000032    0.000000
   -5   -4    3    2    1   -0.000002    0.000000
   -5   -4    3    1    2   -0.000002   -0.000000
   -5   -4    3    2    2    0.000040   -0.000000
   -5   -4    4    1    1    0.000065   -0.000000
   -5   -4    4    2    1   -0.000016    0.000000
   -5   -4    4    1    2   -0.000016    0.000000
   -5   -4    4    2    2    0.000077   -0.000000
   -5   -3   -4    1    1    0.000062    0.000000
   -5   -3   -4    2    1   -0.000024   -0.000000
   -5   -3   -4    1    2   -0.000024   -0.000000
   -5   -3   -4    2    2    0.000028   -0.000000
   -5   -3   -3    1    1    0.000043   -0.000000
   -5   -3   -3    2    1   -0.000035    0.000000
   -5   -3   -3    1    2   -0.000035    0.000000
   -5   -3   -3    2    2    0.000075   -0.000000
   -5   -3   -2    1    1   -0.000005   -0.000000
   -5   -3   -2    2    1   -0.000003    0.000000
   -5   -3   -2    1    2   -0.000003    0.000000
   -5   -3   -2    2    2    0.000010    0.000000
   -5   -3   -1    1    1   -0.000080    0.000000
   -5   -3   -1    2    1    0.000004   -0.000000
   -5   -3   -1    1    2    0.000004   -0.000000
   -5   -3   -1    2    2    0.000073    0.000000
   -5   -3    0    1    1   -0.000097    0.000000
   -5   -3    0    2    1    0.000034   -0.000000
   -5   -3    0    1    2    0.000034   -0.000000
   -5   -3    0    2    2   -0.000051   -0.000000
